25	7	0.0226736      0.08125     0.744444     0.523771     0.566762    0.0437418     0.788273     0.145482     0.625144      67.8928      56.1679      48.3216      65.7568      63.4866      61.7232       1.1693      1.27558      1.48415      45.1144      5.72302      8.85504      25.7684      5.61034       8.7304     0.335256      1.44326    0.0867619	60
25	8	0.0421644      0.15625     0.911111     0.942858     0.394199    0.0986002      1.05384     0.102114     0.703821       20.454      17.6928      16.4632      38.6691      37.8917      38.0794       2.7029      2.83473       3.0037      18.3036      3.88261      3.38942      22.9603      7.86129      9.22786       1.4823      1.04353     0.373051	43
25	9	0.01726852    0.05208333     0.4111111     0.9771545     0.2921368    0.04459413     0.3868865     0.1032172     0.1935135      148.5094      147.1816       150.494      53.55092      53.39573      55.71157     -1.760778     -1.795021     -1.801402      76.84849     0.6276402    -0.3506122      21.46074      1.264165      2.712573     -2.476006     0.1144929      3.643737	120
25	10	0.04252315     0.2104167     0.2944444     0.4234936     0.3707728      0.185861     0.2522712    0.04450191     0.3136559      184.6422      179.5993      182.8747      49.98846       47.4548      48.31715     -2.262134     -2.405073     -2.637097      85.54678       1.12181    -0.2498632      15.48979      1.939209      4.020667     -3.451053     -1.282123        1.7757	66
25	11	0.0318229          0.4          0.1     0.732729     0.861888     0.389733     0.083912     0.074559     0.204427      43.9131      37.5586      37.3973      50.5059      50.8423      50.5324       1.8557      1.95331      1.89867      35.4637      6.09119      3.63365       24.703      11.0552      9.69068     0.523631      1.04875     0.970984	203
25	12	0.00770255    0.0979167    0.0944444     0.349654      0.88004       0.0902    0.0839623    0.0984222     0.167084      79.3899      65.2825      63.7701      68.9915      65.1351      64.4643     0.664784     0.816947     0.862804      48.2054       7.5817      4.07044      28.3439      9.42171      8.87099   -0.0805485      1.26472   -0.0342715	271
26	1	0.210243      0.55625     0.861111     0.223194     0.633696     0.508907     0.523416    0.0274429     0.561073       60.208       50.282      38.3134      42.5056      43.2754      47.3768      1.28387      1.77124      2.62984      46.3012      2.35394      13.2559       20.173      4.31462      10.5787    -0.283856      1.63624    -0.306698	31
26	2	0.3753356     0.9708333         0.675     0.5061979     0.2308768     0.8943598     0.4756394    0.02002837     0.4272417      134.3727      166.4865      216.8741      46.12402      32.48929      18.19854      1.319393       1.14627     -1.940971      83.54144     -1.167013     -15.58998      6.603644      1.410848      6.602531     0.7489926     -1.288262      1.381311	60
26	3	0.213258      0.51875     0.927778     0.761799     0.559598     0.524648     0.636704    0.0312882     0.556898      72.2727      74.8828      45.2033        55.04      57.4157       58.129     0.546607      0.46997      1.64219      52.6525      -6.5311      22.2315      24.7129      9.41508      19.6575    -0.487946     0.750698    0.0268608	251
26	4	0.04835648     0.4354167         0.175      0.390163     0.9079298     0.3673829     0.1447472    0.05457157     0.3653832      120.7054      116.2091      114.5449      89.32704      89.22222      89.27476     0.3158298     0.3846467     0.3972442      65.52745      1.368424      1.819476      27.25505       4.92422      6.590356    -0.3489979      2.022507      1.957098	43
26	5	0.01354167       0.19375     0.1027778     0.2218287     0.9452445     0.1710575    0.08312005    0.08675214     0.3199651      140.7444      121.5171      116.1556      78.20435      81.49181      78.97917    -0.2095652    0.02018655     0.1181049      68.56109      6.854154       4.72693      26.53421      11.37765      12.03068    -0.8919095      1.583143      1.147149	120
26	6	0.0323669     0.3604167     0.1527778      0.802226     0.9155432      0.350497     0.1148716    0.06990881     0.4121913      110.5099      88.70678      88.28196      77.50847      77.17109      77.62485     0.3118609     0.5318851     0.5912639       58.1973      10.35534      5.251749      27.55241      13.37058      12.16368     -0.296676      1.580601      1.134771	120
26	7	0.0660706     0.222917     0.658333     0.591506     0.509762     0.179719       0.4977    0.0510642     0.549785      89.8169      86.1393      64.9543      58.1998      61.5653       66.313     0.311451     0.335438     0.973898      58.2034     -1.66097      17.5438      23.2501      8.64514      15.1623    -0.491388      1.34319   -0.0746229	182
28	1	0.6828414     0.9916667     0.8361111     0.4894258     0.3774945      1.025571     0.7494105    0.01577185     0.1764496      164.7509      168.7448      191.4108      46.91132      33.51549      18.82895    -0.3164724   -0.09378188    0.06594323       84.7333      1.415738     -6.896805      7.207387      1.131432      6.346502    -0.3499472      -1.19675     -0.813686	60
28	2	0.03451968     0.2770833     0.3611111     0.6530232     0.5629049     0.1811958      0.294299    0.07108131     0.6550029      186.3049      172.2627      162.8075      44.72159      45.36688      46.29925     -0.723144    -0.6149582    -0.6974023      85.26115      1.799405      3.937317      10.29713      1.368606      4.859238      -1.80247   -0.04476283   -0.04350534	235
28	3	0.21559            1     0.297222     0.512643     0.877456     0.926796     0.236406     0.028507      0.27465      56.0554       39.633      18.0689      35.3069       30.195       30.342      1.04526       1.6659      3.30089      43.5066      2.96476      28.6694      15.7218      7.13509      13.0696   -0.0941191     0.772628    -0.621249	131
32	1	0.920625     0.9979167     0.9944444     0.4892198     0.4869291     0.9825967     0.9458568    0.01022102    0.07229913      142.2991      124.7503      113.9029      68.06948      63.96026      64.70506     -0.174937    0.05764078    0.04578002      72.52181      2.562392      7.064181      18.83513      5.905441      8.040746    -0.9284987    0.04469082      1.582957	57
32	2	0.03461227       0.48125     0.1055556     0.7537215     0.9525024     0.4008922    0.09167108    0.07941816     0.3186375      141.7006      124.2764      55.00217      49.46079      46.62366      44.25328     0.4571568     0.5134019      0.898398      73.48118     -4.996848      35.49248      11.64932      4.763649      13.33395    -0.0587767    -0.2512821     0.5361911	131
32	3	0.01683449           0.2     0.1083333      0.234601     0.4053302      0.175742    0.09526251    0.07562736     0.2230235      150.9911      136.5624      125.0605      47.86004      46.71835      45.45053    -0.1277928    -0.1225147    -0.1097545      77.35054      1.927295      5.134667      11.49829      1.869171      2.471909    -0.5775628     0.7051601     0.9741337	83
32	4	0.01101852        0.1125     0.1361111     0.6616028     0.3360425     0.1006738     0.1106532    0.08088235     0.2804233      167.7269      158.4449      148.3356      61.70245      60.35938      61.73065    -0.2703331    -0.1738336    -0.1003225      81.36602     0.7523574      4.094717       13.8561      2.706583      4.511801     -0.605924     0.3497193      1.038439	83
33	1	0.1421933             1     0.1666667     0.4953755    0.07846999      1.002972     0.1454381    0.04269261     0.1468403      252.9351      254.5948      254.6891      5.303191      2.859127       2.57364     -9.649259     -33.47856      -42.8472      99.88331     -0.236245    -0.1057714      0.570189     0.4916325     0.3575109     -35.63602     -2.518592     -4.047424	225
33	2	0.159566            1        0.625       0.6875     0.349102      1.04596     0.627301    0.0497951     0.744694      63.6525      74.5079      57.1197      36.4353      37.7648      43.7743      1.07667     0.684995     0.834618      56.7718     -8.58365       12.441      15.4382      7.20076      14.0425     -0.85298    -0.513928      1.00704	251
33	3	0.1511458       0.89375     0.2638889     0.5439304     0.3710966     0.7063677      0.241388    0.03495673     0.3591461      154.7602      153.7527      145.7268       67.1381      64.90252      66.27545      0.225703     0.2929254     0.3047713      79.82218    -0.9563404      2.848661      14.37227       2.34764       3.41651   -0.09944279     -1.201151      1.953637	268
33	4	0.13625     0.7270833         0.325     0.5904802     0.6597909      0.538941     0.3007004    0.03754672     0.4234075      183.7795      161.8995      138.1622      31.68703       30.5978      33.81394     -1.590146     -1.044496     -1.019601      83.78247      1.754615      9.205532      7.450041       2.58933      6.126166     -2.641692     -4.506869      5.256294	265
33	5	0.343576     0.997917     0.655556     0.367043     0.751355     0.959397     0.633206    0.0249789     0.474806      55.9984      73.7646      16.0654      46.6021      45.5751      30.9538      1.27272     0.639762      3.78979      53.4352     -20.6353      41.3631      18.5311      11.2845      17.4368     -0.52761     0.890284    -0.438831	258
35	1	0.09725694             1        0.1125      0.488602    0.05632066     0.9855208     0.1006767    0.04718553     0.1354938      221.3097      229.6273      243.7865      9.401681      6.986906      7.087996     -2.991769     -6.883183     -14.29622      95.88016    -0.1315795     -3.573396      1.358134     0.5753248     0.9296049     -11.69793     -5.214965      7.129846	60
35	2	0.4597396     0.9333333       0.81875     0.6343887     0.4872862     0.8284066     0.6776733    0.01526881     0.3983779      150.1241      145.5159      141.0621      68.72969      67.29871        67.721    -0.1934468    -0.1936984    -0.2063624       77.4513     0.4052603      2.182681      17.07286      2.437127      4.028702    -0.6195725     -4.685532      3.950862	268
35	3	0.30412            1     0.897917     0.353221     0.627976     0.987781      1.14895    0.0380956     0.661304      46.6853      55.1344       40.563      49.0201      49.7652      55.9799      1.20172      1.05016      1.35929      44.0067     -10.8202      16.9503      24.1637      10.1904      17.0913   -0.0656747    -0.059811     0.283221	258
35	4	0.0457639     0.252778     0.314583     0.435899     0.749136      0.17703     0.280832    0.0503288     0.424496       48.719      30.0467      25.5209      59.6881      47.9742      45.0863      1.33914      2.06166      2.35789      29.7569      10.7707      9.87163      26.8583      17.7432      14.8326       0.6297      0.47555     0.497756	66
38	1	0.4733044     0.9958333     0.5527778      0.502758     0.2535228     0.9418645     0.4974146    0.01505129     0.1401884      151.7384      168.3701      199.8071       37.8208      29.11509      24.38302     0.6813632     0.8477568    -0.2425136      84.41064   -0.04791143     -9.601187      5.872699      1.028533      5.439446     0.4851857    -0.4954729    -0.4690467	60
38	2	0.3781424     0.9916667     0.6388889     0.5879038     0.7236008     0.9115301     0.5120079    0.01998684     0.4031513      111.6421      107.3129       105.894      47.46841      44.63268      45.47339    -0.2271222    -0.1500701   -0.04810222      68.63935     0.6389076     0.9687787        15.559       1.87994       3.34987     -1.563183     -1.975468     0.5518404	268
40	1	0.6919329     0.9958333     0.7194444     0.5009348     0.3597036     0.9821147     0.7040533    0.01211047    0.03421593      105.0153      123.6667      153.3523      39.94827      29.52326      16.65824     -0.401098    -0.4416951    -0.2426843      73.96816    -0.8352291     -11.89068      8.159923       1.30354      7.802345    -0.7002498    -0.2838868    -0.7319694	60
40	2	0.181308     0.960417     0.241667     0.433152      0.88688     0.901997     0.202203    0.0321417      0.21884      56.6268      47.6012        17.56      23.7289      19.7649      15.1135     0.135001     0.608308      1.10203      48.7884     -3.78778      29.5511      9.72952      8.64291       10.429    -0.540079    -0.435972     0.502156	118
40	3	0.0719965     0.991667        0.225     0.586766     0.762806      1.02769     0.122056    0.0823085     0.677326      97.0355      80.2977       58.974      51.3115      46.4546      41.4335     0.388526     0.378309     0.381835      60.1269      1.89943      15.1452      16.8457       4.3692       8.4672    -0.438441    -0.675458      1.29499	62
40	4	0.0438368        0.525     0.102778     0.332251       0.8696     0.497669    0.0893533     0.070231      0.18758      48.6961      48.5901      12.6028      21.5062       17.875      12.3262   -0.0877594      0.26175      1.15162      48.2274     -10.0788      34.8636      9.55353      7.18443      10.2818    -0.990334    -0.318774    0.0867936	258
42	1	0.2341667     0.7166667     0.5861111     0.5995789     0.2198752      0.656012     0.5120299    0.03286872     0.4425218       163.749      173.1115       198.215      63.57313      48.83435      29.26255    -0.7423637    -0.6276981    -0.6380348      84.75149     0.6436715      -8.51475      11.09366      1.007804      9.769862     -1.000563      1.588946     -1.130564	60
42	2	0.0205498     0.104167     0.236111     0.229641     0.858426    0.0943356     0.215427    0.0656153     0.164471      56.6542      57.6393      53.5908      54.3227      56.6651      52.0169     0.423737     0.421443     0.475997      42.0216      1.30608      2.12633      30.0574      12.1858      16.9284   -0.0899279      1.52836     -1.78828	55
42	3	0.00398727    0.0520833    0.0972222     0.929711     0.940651    0.0453164    0.0844482     0.121916     0.212571      32.2351      26.2134      22.8345      42.1933      40.4618      41.1429      2.16591      2.36233      2.55178      27.3154      5.36516      8.64529      24.2211      7.97861      11.2452      0.70888      1.22003      1.24088	31
42	4	0.167957        0.275     0.897222     0.797518     0.513443     0.233285     0.772288    0.0284946     0.319284      61.6991      55.5006      59.5449      52.4594      50.0159      52.4736      1.04701       1.1506     0.945264       46.155      4.73514    -0.594628       24.877      6.20449      13.5761     -0.36606      1.46969     0.104764	31
42	5	0.0617593      0.15625        0.475      0.92724      0.73466     0.147173     0.422824    0.0415105     0.167875      54.9375      40.8777      25.1666      37.9391      30.2328      29.9205     0.560932     0.528283      1.28623      41.8337      3.23465      18.7149      20.7539       7.3791      19.0588    -0.707305      1.43874      0.43135	43
42	6	0.376962     0.577083     0.961111     0.234572     0.531245     0.479027     0.875399    0.0169637      0.32035      70.7039      67.1164      58.1965      51.4396      49.7685      47.4569     0.450215         0.47     0.569225      51.6006    0.0663767      7.29113      23.3428      9.33784      9.64688    -0.608514     0.910156     0.714082	120
42	7	0.01869792     0.2145833     0.1166667    0.09406337     0.9503439     0.1922055     0.1039015    0.07768493     0.2531207      101.7536      101.9403      103.5382      99.54864      99.01187      99.64757     0.3003375     0.2891062      0.294902      52.84062     0.7517635    -0.9510322      38.55211      9.792477      7.389442    -0.1413992      1.768839     -1.232772	238
42	8	0.0113657     0.191667    0.0805556     0.444131     0.918122     0.191601    0.0632755     0.105906     0.263868      71.5718      52.3442      43.2622      49.4508      47.5224      44.5292     0.636237     0.832956       1.0857      46.5322      9.92952      13.5538      23.0374      12.5713      11.1741    -0.208974      1.13039       1.0696	31
42	9	0.0417593     0.683333     0.172222     0.613297     0.952086     0.495206     0.133306    0.0960366     0.645161      77.2999      60.9275      49.3383      35.6463      32.4747      28.9918    -0.297061    -0.233393     0.179856      52.9136      5.17393      10.3985      18.6387       9.8263      8.53789      -1.5215      4.07445      1.90657	271
42	10	0.0533449        0.175     0.463889     0.616095      0.71803     0.148444      0.38227    0.0499024     0.342886      67.6243      55.3636      46.5788      53.2515      50.3481      49.3033      0.63483      0.84963      1.04612       45.912      4.87944      10.2041      25.2789      6.95682      12.1332    -0.296037      1.19895      1.32677	80
42	11	0.076088     0.272917     0.347222     0.126837     0.397431     0.262982     0.299339    0.0333891     0.197069      68.0945       68.862      62.4147      51.6858      52.2836      49.4371     0.374638     0.317181     0.356328      50.8022    -0.973874      4.29852      25.4686      6.68762      5.65887    -0.617288     0.383961      1.06313	66
45	1	0.5821933     0.8979167     0.9916667     0.4251991     0.6178728     0.8817952     0.8157158    0.01942288     0.3461691      109.0371      83.98015      56.12426      67.52316      61.78036      55.02654   -0.01882728     0.2617126      1.088793      58.04529       5.32537      20.28819      24.98299      7.076632      14.77439    -0.6519668      1.597821   -0.01836346	55
45	2	0.133061        0.175     0.991667     0.922976     0.554811      0.15531     0.902574    0.0352716      0.23326      73.7442      85.5449      87.5314      30.3316      33.1228      38.5662    0.0695889    -0.276239    -0.112915      61.7492     -3.25849     -1.49414      13.7874      4.26458      7.87267     -1.96299      2.28549      1.12159	31
45	3	0.2368634       0.75625     0.6194444     0.4176998     0.2092583       0.68796     0.4986621    0.03740533      0.494373      146.4966       186.821      221.8146      16.04051      16.06578      17.01981     -1.542702     -5.047293     -8.321144      87.27729     -3.975727         -11.1      4.313088     0.9368737      2.291888     -10.13629      7.292534       3.83254	224
45	4	0.01929398     0.1541667     0.2138889      0.865845    0.07758365     0.1283169     0.1640782    0.06478704     0.4148824      138.6782      169.4931       198.171      32.58662       36.5813      43.43034     -1.856042     -2.524911     -2.692556      83.43786     -3.058024     -9.456171      10.03604      1.539525      4.254816     -3.186545      1.245486      1.506929	224
47	1	0.2269097        0.7625     0.4694444     0.3938143     0.1815187      0.661131      0.404369    0.02716144     0.3660879      206.4542      214.1631      204.0282      22.59992      24.66834      26.43927    -0.2134717    -0.5524231    -0.7541828      92.87418      -2.12739      2.057387      4.274003      1.153942      2.621312     -1.302682     0.9669353     0.6729857	60
47	2	0.352234     0.664583         0.75     0.307489     0.635891     0.637024     0.603543    0.0168731     0.293324      53.2807      51.7173      40.9053      48.7831      43.6524      35.9193      1.62455      1.55579      1.59452        45.23     -2.11422      6.95443      21.9294      5.33602      9.94078    -0.365213     0.478809     0.780916	31
47	3	0.166591     0.214583     0.994444     0.903817     0.553106     0.193092     0.893363    0.0290756     0.219314      55.5523      66.1279      59.3487      31.8719      34.2256      31.4376     0.325155   -0.0181734    0.0914171      53.5136     -5.18481      2.54958      16.6717       7.9392      4.85625     -1.24964      1.06303      1.47697	31
47	4	0.119311     0.210417     0.947222     0.748829     0.439989     0.154186      0.89457    0.0363777     0.401382      86.5127      77.2334      58.5207       63.574      53.8344      43.0574     0.991528      1.00079      1.28898      56.8921   -0.0514261      10.5559      20.7532      6.04872      13.9459    -0.543678      2.66726     0.294049	55
47	5	0.0160706     0.220833    0.0833333     0.652213     0.941881     0.207257    0.0758051    0.0849838      0.12673      20.8001      26.0393      26.0346      24.7377      27.8282      27.3665      1.43082      1.23036      1.27123      29.1852     -3.48281     -2.09525      20.9259      6.29586      7.04211     0.160753     0.686427      1.10379	43
47	6	0.01790509        0.1375     0.1805556      0.413813     0.3943969     0.1279668     0.1475478     0.0727214     0.2787879      117.7107      104.4754      77.55721      89.61974      87.38058      78.92248       0.29321      0.529778     0.8994284      62.09973       0.46223      15.74078      26.97466      4.807443      14.77711   -0.09873199      1.539727      0.886771	246
47	7	0.00910301     0.110417    0.0944444     0.232766     0.542781     0.104046    0.0852619    0.0915448     0.127081      60.1837      64.9771      55.4965      25.5613      24.2636      23.2945    -0.308028    -0.261948     -0.16458      55.3248     -4.27242       4.9641      11.0139      2.96034       3.5255     -1.10588     -1.56952      2.40828	271
47	8	0.00605903    0.0541667         0.15     0.288437     0.911307    0.0459551     0.131391     0.116523     0.254274      12.1414      16.1003      19.9007      17.0452      20.5161       22.175      1.79924      1.55894      1.57757      21.5233   -0.0347139     -8.40635      18.7684      6.79042      8.74163     0.517827     0.887523    -0.718812	66
48	1	0.1645775             1     0.4354167     0.4792967     0.1087107      1.056665     0.2644331    0.04096487     0.6220229      201.0883      218.8065      220.2273      15.58384      13.94513      14.31853    -0.9175047     -4.509137     -8.340325      93.54576     -2.768128     -1.309433      2.737158     0.7503253      2.141925      -6.30705      3.923461      6.370237	224
48	2	0.0497164     0.358333     0.152083     0.199928     0.919202     0.343792     0.143231    0.0421371    0.0877137      16.3124      13.4597      12.6295      11.5089      12.2745      12.0811      2.86179      2.60061      2.76289       24.918      4.37034       3.4064      11.7766      6.73083      5.77862     0.171002      1.28919     0.228483	60
48	3	0.05563657     0.4694444     0.1916667     0.2106636     0.2720334     0.4632884     0.1426195    0.04524652     0.3816568      212.8507      201.0297      178.9967      17.49287      18.63019      22.30927     -2.841193      -1.76084    -0.2810288      91.19407    0.04501579      6.415911      3.930052      1.464677      2.915054     -8.176387      -0.72193    -0.2414439	224
48	4	0.06100694     0.4611111     0.2104167     0.2079115     0.3985487     0.4229841     0.1740872    0.05539746     0.3712275      229.6116       233.085      213.4579      14.35696      15.00228      17.29728     -4.238599     -5.238986     -4.906598      96.16151      -2.15328      4.360309      2.844445      0.573749      2.497766     -7.749112      2.132372       4.49347	55
48	5	0.288316     0.491667         0.85     0.687013      0.46057     0.437063     0.721723    0.0219988     0.310111      97.9289      86.4857      70.8323       68.527      58.8275      47.5323     0.767675      0.87346      1.21968       60.592      1.33586      7.51705      19.7955       3.2391      12.6521    -0.254885      1.56952      0.94259	31
48	6	0.0796701     0.219444     0.433333     0.896102     0.691965      0.21241     0.378124    0.0361735     0.162184       57.551      51.0065      37.3798      26.0019      24.9439      23.1332     -0.31051    0.0725647     0.851605      49.6302     0.112762      10.5885      13.2328      4.57624      9.72852     -1.05266      2.28331     0.197626	31
48	7	0.15015     0.480556     0.410417     0.238091     0.678244     0.467808     0.338984    0.0260927     0.238696      86.0122      67.9945      45.9179      62.1481      50.4231      38.7922     0.740014     0.912231      1.15497      54.2192      2.67028      14.9738      20.1268      4.34362      14.2123    -0.202572      1.17409      1.33051	120
48	8	0.091522     0.683333     0.147917     0.660957     0.924333     0.651316     0.139652    0.0362947    0.0945265      13.2047      10.7903      11.5734      10.3944      10.9098      11.4352      1.95122      1.99915      2.14122      21.7319      5.29144     0.309994      11.6093      7.09838      7.91336     0.437051     0.815325    -0.195103	43
48	9	0.00827546     0.127778     0.102083     0.289077      0.90111     0.100031     0.092054    0.0923077     0.365572      17.1399      14.6413       14.307      17.6926      18.8456      18.7479       2.6305       2.3553      2.33405      23.5113      5.38672      2.92471      15.5203      6.99773      5.44256     0.712766     0.499606    -0.123118	246
48	10	0.02351273     0.2277778       0.18125     0.3401202     0.4677824      0.258725     0.1595282    0.09500369     0.4304738      162.5292      125.6685      79.12897      56.49924      62.70503      62.20268    0.02229319     0.4925928      1.088524      74.33259      3.834438      24.84079       14.8694      4.503083      12.74136     -0.107064     0.8540111     0.4156694	120
49	1	0.5536285     0.9979167     0.7166667     0.5509558     0.3181818     0.9005907     0.6641875    0.01557486     0.2258824      152.6322      138.1599      115.6973      55.24385      50.24612      41.60633     0.2367079      0.440892     0.6081346      77.44001     0.6161421      8.418491      11.86546     0.9256202      5.608505     -0.403587     0.8755375     0.1119968	227
49	2	0.1036863     0.2854167     0.4527778     0.1343839     0.5344108      0.247897     0.4225147    0.02824134     0.1976624      248.6864      248.2023      243.4656      3.783007      5.877458      15.09099     -11.52616     -9.556364     -4.355845      98.91488    -0.3043772      1.109677     0.9831914     0.6721707      2.731513     -10.07308      -2.24411      3.230177	225
49	3	0.088941      0.88125     0.230556     0.688528     0.723495      0.73409     0.159354    0.0621381     0.562249      56.0956      43.7068      27.8477      72.0435      63.3091      45.7633      1.24201       1.4469      1.94934      32.4193      5.79645      12.7742      31.6645      8.74737      12.8681      0.57908      1.26527     0.377504	251
49	4	0.01608218     0.1770833     0.1222222     0.6693063     0.6517302     0.1684855    0.09980873    0.07448723     0.2569519      100.7596      81.92767      53.92875      55.45302      49.93525      37.05054    -0.4283289    -0.3598096    -0.1777444      57.67942      3.460527      17.75259      24.18319      7.141157      9.026664     -1.094545      2.406471     0.1485986	182
